,season,episode_number,title,desc
422,15,421,Rikudô Sen'nin,Guy Sensei reaches his limits against Madara Uchiha. A new secret is unveiled to Naruto and Sasuke.
423,15,422,Uketsugareru mono,"After Naruto and Sasuke obtained the special Justus from the Sage of Six Pathes, Shippuden goes back in time all the way to Naruto's arrival at the Hidden Leaf Village after two years of training with Jaraiya. These next two episodes are meant to demonstrate the inheritance of the next generation and for who Naruto is fighting for. This flash back tells the story of Konohamaro's training as he is being taught the Rasengan by Naruto. This story plays along with the original plot and shows Konohamaro's development of his Rasengan throught time as the several events ..."
424,15,423,Naruto no raibaru,"It’s been three years since Naruto set out to train with Jiraiya, and he's just returned to the Hidden Leaf Village."
425,15,424,Tatsu,Naruto and Sasuke begin to fight against Madara.
426,15,425,Mugen no yume,"Madara now possesses the Rinnegan in both eyes, and he is the strongest, most despicable enemy the newly reunited Team 7 has ever faced."
427,15,426,Mugen Tsukuyomi,Madara awakens the Infinite Tsukuyomi. Sasuke finds a way to protect his friends from Genjutsu. Yamato appears in the battlefield. The Infinite Dream falls upon the Shinobi World.
428,15,427,Yume no sekai e,"Tenten falls under the Infinite Tsukuyomi and wakes up in the Hidden Leaf Village. When Lee and Guy Sensei appear, Tenten is relieved to see that she is not alone. But her joy is short-lived, as both men act oddly and are dressed stylishly-just where has she been transported to?"
429,15,428,Tenten no ibasho,"Inside the ""Infinite Tsukuyomi"", Tenton tries to find a way to break free of the genjutsu, while struggling with her place in the new fake world."
430,15,429,Kirâ Bî rappûden: Ten no maki,Tailed beast jinchuriki's are gathering together to go up against the akatsuki after stealing most of their tailed beast powers.
431,15,430,Kirâ Bî rappûden: Chi no maki,"Inside the genjutsu placed by the Infinite Tsukoymi, Killer Bee has gathered all the jinchuriki in a fight against the akatsuki."
432,15,431,Ano egao o môichido,"Karin is caught within the Infinite Tsukuyomi and dreams of her past. She was born into the Uzumaki Clan and has the unique ability to heal anyone who bites into her. Driven out of her village, the Hidden Grass takes her in, only to use her for this ability. Karin has no choice but to endure constant suffering in order to survive. She is later chosen to enter the Chunin Exams, where Sasuke saves her life. Karin has never forgotten what he did for her-or his smile."
433,15,432,Ochikobore ninja,"With the exception of Naruto’s Team 7, which is protected by the Susano’o..."
434,15,433,Shutsugeki: Tansaku ninmu,Tsunade continues to read Jiraiya’s novel. Chunin- and jonin-level ninja have gone missing...
435,15,434,Chîmuru Jiraiya,Naruto and his comrades are searching for the missing jonin when Hidan suddenly appears...
436,15,435,Yûsen jun'i,"Team Jiraiya, Shikamaru, and his Leaf teammates are lured into a mysterious village during their battle. A couple children from the village get caught in the crossfire and fall into a cave-in. Yahiko's team rushes to the rescue, but Shikamaru doesn't budge. Meanwhile, Naruto and Neji's teams rendezvous, but a mysterious voice addresses them out of nowhere."
437,15,436,Kamen no otoko,Naruto and Killer Bee rush to the battlefield when Nine Tails suddenly speaks to Naruto inside his mind. The Nine Tails questions Naruto's intent to end the hatred in the world and reminds him of how he was unable to save Sasuke.
438,15,437,Fûin sareshi chikara,"The Masked Man is satisfied that the Hidden Leaf Genin chose the importance of life over their mission, but orders his team to continue their surveillance. Meanwhile, Naruto is frustrated at his inabilities, and recalls why his father Minato sealed the Nine Tails inside of him."
439,15,438,"Okite ka, nakama ka","Sasuke and Sakura join up with the others, but the Puppet User appears and blocks their path back to the Hidden Leaf Village. Sasuke wants to bring down the puppets and rush back to report to the Fourth Hokage, but Shikamaru and the others insist on staying and rescuing the jonin."
440,15,439,Yogen no ko,"Jiraiya weakens the seal on the Nine Tails in order to help Naruto learn how to control the Tailed Beast's power. Jiraiya recalls the words spoken to him years ago by the Great Lord Elder. He told Jiraiya that he would have a student, and that his guidance would decide whether the student would save the Ninja World or destroy it."
441,15,440,Kago no tori,"Naruto joins up with the rest of his comrades, and together they overcome the puppet attack. The masked man witnesses this and is convinced there is a future for the young shinobi. He promises to release the kidnapped jonin and begins to explain the truth, and the situation behind his motives."
442,15,441,Kikan,"Naruto's strength is recognized by his fellow genin, except Sasuke. But while Naruto enjoys a close relationship with his father, Sasuke's father, Fugaku, constantly compares Sasuke with his older brother Itachi and barely pays attention to him."
443,15,442,Tagai no michi,"Sasuke takes his frustrations out on Naruto and the two begin to fight, this time with their respective new jutsu. Minato steps in just before it turns into a disaster. From this encounter, Sasuke realizes that he is nowhere equal to Naruto in strength and joins the Leaf Police Force, determined to beat him one day."
444,15,443,Chikara no sa,"Three years have passed since Sasuke joined the Leaf Police Force, and he's now lieutenant. But his abusive Police Force has only increased anxiety within the village, and the Uchiha remain in poor regard."
445,16,444,Sato nuke,Sasuke leaves the leaf village in search of power.
446,16,445,Otte,"The Anbu who attack Naruto and Shikamaru are agents sent by Danzo, who had promised Orochimaru that he would deliver Sasuke safely to him. Luckily, Neji, Lee and Tenten rush to their aid in the nick of time. Meanwhile, Hiruko reveals the truth behind the incident involving Hizashi."
447,16,446,Shôtotsu,"Naruto reaches the tower Sasuke was heading for, thanks to Neji, Lee and Tenten deterring the agents from the Foundation. But it's too late-Sasuke's already made contact with Orochimaru. Naruto passionately tries to reason with Sasuke, but ultimately their powers collide."
448,16,447,Môhitotsu no tsuki,"Naruto wakes up and is told by Shikamaru that Sasuke is no where to be found, and that the Anbu they were fighting retreated. While Tsunade updates Minato on the shinobi Sasuke attacked when he left the village, Shizune arrives with news someone infiltrated the village. Pain arrives and talks to Tsunade, vowing to cause the village pain. Pain attacks the village with a gigantic Chibaku Tensei. Naruto and the others arrive in the morning to find a crater where Konohagakure was supposed to be, with the Chibaku Tensei floating above it. Neji confirms the chakra of the ..."
449,16,448,Nakama,"Seeing Hinata almost die triggers Naruto's anger and he goes into Nine Tails State. Naruto's power is enormous, but Pain releases his jutsu to seal him away. Hatred consumes Naruto as he tries to break the seal. With Naruto unable to calmly control the Nine Tails' power, the village steadily heads toward destruction."
450,16,449,Shinobi-tachi no kyôen,"Several months after Pain's attack, Jiraiya arrives with intel regarding the Akatsuki, who are attacking shinobi villages and kidnapping their Kage and jonin. He also reveals that Sasuke is working with them. Naruto is determined to bring his friend and comrade Sasuke back, once and for all."
451,16,450,Raibaru,"Naruto wants to bring Sasuke back to the village, but Sasuke burns with a desire to bring Naruto down. Why is Sasuke so confrontational, and how did his feelings toward Naruto develop? The truth rises to the surface during Sasuke's relentless attack. Where will this battle lead? Find out in the conclusion of the ""Jiraiya Ninja Scrolls."""
452,16,451,"Umareru inochi, shinu inochi","The shinobi under Madara's Infinite Tsukuyomi continue to slumber and have pleasant dreams. Meanwhile, Naruto and the others have escaped the genjutsu, thanks to Sasuke's protective Susano'o. As Sasuke starts remembering the death of Itachi, his Sharingan starts to resonate and show him the truth that Itachi never spoke a word of."
453,16,452,Isai,"Having experienced the Great Ninja War as a young child, Itachi constantly questions the meaning the life and death, distancing him from other children his age. Soon after entering the Academy, Itachi exhibits his genius and finds himself at the top of his class."
454,16,453,Inochi no itami,"Upon graduating from the Academy, Itachi becomes a genin and joins a team that includes Tenma, Shinko, and their Jonin Leader, Minazuki Sensei. They accept a mission from Granny Cat to look for a missing feline who's a skilled Ninja Cat."
455,16,454,Shisui no irai,Itachi accompanies his friend Shisui on a three-part training exercise. The two come across a battle between the Hokage's ANBU and the Foundation. Itachi is confused by their motives and can't discern which side is right or wrong. But Shisui is unwavering in his determination to stop the fighting.
456,16,455,Tsukiyo,"Itachi joins the ANBU and is quickly promoted to captain. But he must report directly to Danzo, and is placed as a double agent to observe the Uchiha clan, who are in the midst of planning a coup d'état. With dissatisfaction rising within the clan, the Uchiha ultimately decide to carry out their revolt, and the fateful night approaches."
457,16,456,Akatsuki no yami,"Itachi becomes a rogue ninja and joins the Akatsuki. He is welcomed and introduced by Pain and Orochimaru as the ex-Leaf ANBU and the man who massacred his entire clan. Itachi is paired up with a man named Juzo, and their first job together is to fulfill an assassination request in the Land of Water."
458,16,457,Aibô,"Itachi is partnered with Kisame and begins his missions as a member of the Akatsuki. The duo succeeds in recruiting Deidara, so Pain assigns the newly formed team of Deidara and Sasori to hunt down the deserter Orochimaru. Meanwhile, intel comes in about an immortal killer, so Itachi, Konan and Kakuzu head out to the Land of Steam."
459,16,458,Makoto,"Itachi confronts Sasuke, who for years bore the shame and anger that Itachi brought upon their clan. The truth behind Itachi's story comes to light. Back on the battlefield of the Fourth Great Ninja War, Naruto and the others fight Madara, and just as he is declaring his victory, something unexpected occurs."
460,16,459,Hajimari no mono,"Naruto and Sasuke are the only ones who can seal away Kaguya, but they can’t find a jutsu that works against her!"
461,16,460,Ôtsutsuki Kaguya,"Kaguya Otsutsuki suddenly descends from the heavens as the people of the Land of Sou look on in surprise and suspicion. But their king, Tenji, is enthralled by her and takes her for his concubine. In this age of endless war, Kaguya wishes for nothing but peace. But as the self-proclaimed protector of the Divine Tree, she soon finds herself engulfed by the tides of chaos and war."
462,16,461,Hagoromo to Hamura,"As Black Zetsu drains Naruto and Sasuke's Chakra into the reborn Kaguya, Black Zetsu tells the story of Kaguya's children: Hagoromo and Hamura in a world ruled by the Infinite Tsukuyomi. Filler episode."
463,16,462,Tsukurareta kako,Kaguya is furious that Hagoromo has broken the law. Hagoromo finds out what Kaguya did in the past and makes up his mind to fight her.
464,16,463,Iga-sei nanbâwan!,Naruto adopts a rather hilarious but effective approach to tackle Kaguya. Obito is back in action. Sasuke faces a challenge. The Four Hokages make an unexpected acquaintance
465,16,464,Ninshû,Rikudô Sen'nin tells the story of how the Ninshû was born.
466,16,465,Ashura to Indora,Tells the story of the ancestors of the uchiha and senju clan.
467,16,466,Shiren no tabi,Hagoromo must decide whom will be his successor
468,16,467,Ashura no ketsui,Indra completes his mission. Asura finds the definitive solution for his village. Hagoromo must take his final decision.
469,16,468,Kôkeisha,Hagoromo finally chooses who will be the successor to Ninja creed.
470,16,469,Tokubetsu ninmu,"Naruto, Sasuke and Sakura take on a special mission."
471,16,470,Tsunagaru omoi,The battle with Kaguya continues with an unexpected turn of events.
472,16,471,Futari o chanto,Obito redeems himself by sacrificing his remaining energy to save Sasuke and Sakura.
473,16,472,Omae wa kanarazu,"Obito, sharing a common bond with Naruto over their ambitions to become Hokage, tells Naruto about his dreams."
474,16,473,"Sharingan, futatabi",Obito enters Kakashi's mind and grants him power.
475,16,474,Omedetô,"The ninjas make their final move to seal Kaguya and free the Tailed Beasts, but Black Zetsu slips through in an attempt to escape defeat."
476,16,475,Shûmatsu no tani,"With Kaguya's defeat, Hagomoro declares that Naruto and Sasuke can combine their power to dispel the Infinite Tsukuyomi, but Sasuke takes control of the Tailed Beasts and reveals his intention to kill the five living kage."
477,16,476,Saigo no tatakai,Sasuke reveals his motivations as the fated final battle between two friends begins.
478,16,477,Naruto to Sasuke,A continuation of Naruto and Sasuke final battle.
479,16,478,Wakai no shirushi,"Interrupted in the heat of battle by a blinding light, Naruto and Sasuke begin witnessing flashbacks of their childhood."
480,16,479,"Uzumaki Naruto!! ""Saishûkai""",Sakura tends to the wounded Naruto and Sasuke as the tree finally collapses and frees the people of the world; The ninja of Leaf Village begins the long process of recovery after the war; Naruto has a heart-to-heart talk with Iruka.
481,16,480,Naruto to Hinata,"Ostracized due to the Nine Tails that lives within him, young Naruto leads a solitary life in Leaf Village, until a stranger appears; Hinata celebrates her third birthday and meets Neji."
482,16,481,Sasuke to Sakura,"Young Sasuke wants to spend more time with his brother, Itachi; a reclusive Sakura receives a present from Ino."
483,16,482,Gaara to Shikamaru,"A motherless Gaara grows up under the eye of his uncle, Yashamaru; Shikamaru pranks Choji."
484,16,483,Jiraiya to Kakashi,Young Jiraiya ropes Orochimaru into his plans to get Tsunade to notice him; Rin and Obito try to get to know orphaned loner Kakashi.
485,16,484,Kibaku ningen,"Sasuke begins a journey of atonement following the Fourth Great Ninja War; Kakashi, Naruto and Sakura discuss a series of disappearances in Leaf Village; The village fends off a group of possessed attackers who explode when wounded."
486,16,485,Koroshiamu,"Sasuke, Chino and Nowaki search for clues about the exploding humans who attacked Leaf Village."
487,16,486,Fûshin,"Continuing his investigation, Sasuke follows Orochimaru to the Coliseum to stage a fight and draw out a potential informant, but a sudden attack by more exploding humans derails the plan."
488,16,487,Ketsuryûgan,"After Sasuke fails to capture Fushin, he regroups with Chino at Hell Valley and learns how she came to be associated with Fushin."
489,17,488,Saigo no hitori,Sasuke's search for the source of the recent troubles draws toward its conclusion.
490,17,489,Fûun,"Two years after the Fourth Great Ninja War, Shikamaru works as a Leaf Village representative undertaking an investigation into numerous disappearances."
491,17,490,An'un,"Sai, investigating the Land of Silence, sends a cryptic message back to Leaf Village; Shikamaru decides to head for the Land of Silence with Soku and Ro, but the team must pass through a heavily guarded checkpoint first."
492,17,491,Yamikumo,"Shikamaru and his team approach Fushu Castle, learning that Gengo will make a public appearance, they infiltrate the square, where they see Sai being held captive."
493,17,492,Giun,"Shikamaru is captured while trying to save Sai and stop Gengo. Far from giving up, he racks his brain to find a away out of the situation. Just as an opportunity presents itself, Ro and Soku appear under Gengo's control."
494,17,493,Shinonome,"Ino, Choji, and Temari rush to Shikamaru's aid. Choji takes on Ro, Temari goes after Soku, and Ino goes after Sai. Meanwhile, Shikamaru pursues Gengo. Can Shikamaru defeat Gengo's evil ambitions? The final battle begins."
495,17,494,Naruto no kekkon,"As Naruto and Hinata's wedding day approaches, Kakashi encounters a problem -- if all of Naruto's elite ninja friends attend, the village will be left undefended."
496,17,495,Furupawâ kekkon iwai,"As Kakashi tries to find the most reasonable solution to the wedding guest problem, he announces a super-secret mission to find Naruto and Hinata a wedding gift."
497,17,496,Yukemuri to hyôrôgan,"The game of finding gift for naruto's wedding is still fierce. Shikamaru along with Temari and Choji, Ino, Sakura search for the perfect gift."
498,17,497,Kazekage no oiwai,The Tsuchikage and Raikage come to Leaf Village to attend the Five Kage Summit and prepare wedding gifts for Naruto; Gaara finds himself in a dilemma.
499,17,498,Saigo no ninmu,Kiba makes it his goal to become the next Hokage; Shino faces doubts about his own goal and sets out with Kiba and Akamaru on their final mission as Team 8.
500,17,499,Gokuhi ninmu no yukue,"As the wedding day approaches, each of Naruto's friends readies a gift, but no one expects their mission's true purpose - the gifts will be judged to select who can attend the wedding reception; Kakashi begins to doubt the plan."
501,17,500,Iwai no kotoba,"The day of the wedding finally arrives, as iruka finally figures out the perfect message."
